RegionName,Year,HomeownershipRate,RentalRate,HomeValue_MillionUSD,HomeownerAffordability,RenterAffordability,Income_Tier,Less_than_High_School_Rate,Bachelors_or_Higher_Rate,ElderlyRate,SalesTotal_Million,CPI,MortgageRate,National_Unemployment,NonSingleHouseholdRate,Nominal_GDP_TrillionUSD
"Corpus Christi, TX",2019,0.6119386408477389,0.3880613591522611,0.1773821843753402,0.2482388971114471,0.2600153794291042,Lower-Middle Income,4.9,22.3,0.1507561348549265,90.59489166666668,255.65258333333333,3.935769230769231,3.675,0.6841819868553435,21.54
"Corvallis, OR",2019,0.573198137942105,0.426801862057895,0.38110968665371464,0.3648201267202713,0.2347264704998114,Upper-Middle Income,15.0,57.9,0.1612521896123714,32.78408091666667,255.65258333333333,3.935769230769231,3.675,0.5683557172668414,21.54
"Dover, DE",2019,0.6662158387604192,0.3337841612395807,0.2259392972829915,0.223176656749428,0.2517929811664003,Low Income,10.5,24.5,0.1769661367583773,44.28789141666665,255.65258333333333,3.935769230769231,3.675,0.6597768401864076,21.54
"East Stroudsburg, PA",2019,0.7488538223691225,0.2511461776308775,0.17412537273993398,0.2141546867046011,0.2024006484212538,Lower-Middle Income,10.9,26.0,0.1758490876308942,49.617327833333334,255.65258333333333,3.935769230769231,3.675,0.7225894729359917,21.54
"El Paso, TX",2019,0.6050004257099175,0.3949995742900824,0.1401737983593331,0.2388823073993155,0.257530123819161,Low Income,7.8,23.3,0.125609647693265,102.69175241666669,255.65258333333333,3.935769230769231,3.675,0.7083701973443105,21.54
"Erie, PA",2019,0.6642724829289554,0.3357275170710446,0.13047420653174852,0.1914439277199718,0.1474269848251742,Lower-Middle Income,11.8,29.5,0.1846119053268478,35.29200216666666,255.65258333333333,3.935769230769231,3.675,0.5971142670347233,21.54
"Fayetteville, NC",2019,0.5523729477765861,0.4476270522234139,0.14710335414262757,0.217309387933043,0.2343738945072521,Low Income,6.0,23.8,0.120684843341516,111.76818283333331,255.65258333333333,3.935769230769231,3.675,0.6228188680801914,21.54
"Flagstaff, AZ",2019,0.6150062253791357,0.3849937746208642,0.3727131413625781,0.365331516497597,0.3202789495108714,Upper-Middle Income,6.3,39.6,0.1295408291282165,72.80249983333333,255.65258333333333,3.935769230769231,3.675,0.5979017410650501,21.54
"Florence, SC",2019,0.6647954989209742,0.3352045010790258,0.12482942217675347,0.1729811608002826,0.277366339096954,Lower-Middle Income,13.0,23.1,0.1807662838988634,26.869927,255.65258333333333,3.935769230769231,3.675,0.6821883670742986,21.54
"Fort Collins, CO",2019,0.6573875802997858,0.3426124197002141,0.41020867587431803,0.3113307833208424,0.2279602440648918,High Income,18.0,49.0,0.1620318353371682,223.6261835833333,255.65258333333333,3.935769230769231,3.675,0.6080824888500934,21.54
"Fort Wayne, IN",2019,0.7078872256359762,0.2921127743640239,0.15103326249270344,0.1666524147992706,0.1642545017803498,Upper-Middle Income,12.3,28.1,0.152237195200151,107.174793,255.65258333333333,3.935769230769231,3.675,0.6460345751642134,21.54
"Fresno, CA",2019,0.53623399393621,0.46376600606379,0.27160726567033244,0.2908147599999049,0.2889897311207227,Lower-Middle Income,7.1,22.0,0.1258491383753995,242.65091466666664,255.65258333333333,3.935769230769231,3.675,0.715793071581839,21.54
"Gainesville, FL",2019,0.5840250599671759,0.4159749400328241,0.19825912582914088,0.2579041756538873,0.2628545176995328,Lower-Middle Income,17.0,38.9,0.1616537348143323,78.52551233333332,255.65258333333333,3.935769230769231,3.675,0.529391806590077,21.54
"Gainesville, GA",2019,0.7359847619047619,0.2640152380952381,0.2313574739225125,0.226709408829723,0.2255144270469005,Upper-Middle Income,8.9,25.4,0.151936255447782,75.67062266666667,255.65258333333333,3.935769230769231,3.675,0.7432533333333333,21.54
"Grand Junction, CO",2019,0.7122902394569794,0.2877097605430205,0.2681198488013042,0.2659826110718012,0.2157315174788068,Lower-Middle Income,6.4,29.8,0.2018157058556514,90.77421208333331,255.65258333333333,3.935769230769231,3.675,0.6618377223304632,21.54
"Great Falls, MT",2019,0.659556313993174,0.3404436860068259,0.19641359740322378,0.2454437597867336,0.1843663078583354,Upper-Middle Income,6.1,25.6,0.1889978615146375,22.961228416666668,255.65258333333333,3.935769230769231,3.675,0.6196977084349098,21.54
"Greenville, NC",2019,0.502777542791078,0.497222457208922,0.14851457546123942,0.2054924184125682,0.2436215137450134,Lower-Middle Income,13.7,32.1,0.1367806043974283,38.02147,255.65258333333333,3.935769230769231,3.675,0.5840876406395398,21.54
"Hinesville, GA",2019,0.55776865845928,0.4422313415407199,0.1428341061576204,0.2002071429331079,0.2412470574325206,Low Income,4.0,17.6,0.1084898701809598,14.950560583333335,255.65258333333333,3.935769230769231,3.675,0.70660260901478,21.54
"Homosassa Springs, FL",2019,0.8297076713008937,0.1702923286991062,0.16631868827532992,0.2258088793531517,0.2768655173965754,Low Income,2.0,22.6,0.3701129917077049,60.695510916666656,255.65258333333333,3.935769230769231,3.675,0.6528519116186693,21.54
"Huntsville, AL",2019,0.6869950717942713,0.3130049282057286,0.1979027568941725,0.1817143142117508,0.1830354571358081,Upper-Middle Income,10.9,40.2,0.157198446878497,162.9864445,255.65258333333333,3.935769230769231,3.675,0.6732056754196426,21.54
"Idaho Falls, ID",2019,0.7213794182045667,0.2786205817954332,0.24258241797016444,0.2255127761535335,0.1571485163976545,Lower-Middle Income,8.2,30.6,0.1287124792101164,46.72351775,255.65258333333333,3.935769230769231,3.675,0.6967860494213325,21.54
"Iowa City, IA",2019,0.5906026877966053,0.4093973122033946,0.21708948467886252,0.2402429180212455,0.2107921301407308,Upper-Middle Income,18.1,48.8,0.1316946362034603,54.12929183333333,255.65258333333333,3.935769230769231,3.675,0.5770924482321252,21.54
"Jackson, MI",2019,0.7424392944970115,0.2575607055029884,0.14740332019424915,0.185308585614161,0.1576752715064908,Low Income,2.5,22.9,0.1837549681408113,34.43820508333334,255.65258333333333,3.935769230769231,3.675,0.6004918326466133,21.54
"Jackson, MS",2019,0.6643957359506153,0.3356042640493847,0.14368692106785524,0.1685974351055335,0.230373711829737,Lower-Middle Income,10.6,31.0,0.1478883658372562,96.86535866666668,255.65258333333333,3.935769230769231,3.675,0.6490292570812372,21.54
"Jacksonville, FL",2019,0.6601343986200784,0.3398656013799216,0.22995480093478177,0.2347751163907037,0.2255706703190361,Upper-Middle Income,8.5,32.5,0.1626243816984009,686.2733654166666,255.65258333333333,3.935769230769231,3.675,0.6564398910984444,21.54
"Jacksonville, NC",2019,0.5439594994025533,0.4560405005974467,0.17292545167201429,0.2160375306549808,0.2135650631925202,Lower-Middle Income,2.8,24.7,0.0946559023532621,74.01233441666668,255.65258333333333,3.935769230769231,3.675,0.72640085529212,21.54
"Johnson City, TN",2019,0.6869839700744768,0.3130160299255232,0.1615286611720949,0.2094225974479807,0.2308556036222223,Low Income,16.6,26.5,0.1960608158195751,52.12903283333333,255.65258333333333,3.935769230769231,3.675,0.610350366767392,21.54
"Johnstown, PA",2019,0.7488759072402195,0.2511240927597805,0.10264026437903034,0.1562899079910629,0.1604248527424225,Low Income,6.2,20.6,0.2336165048543689,12.33176325,255.65258333333333,3.935769230769231,3.675,0.6228890069038768,21.54
"Jonesboro, AR",2019,0.5921853065044455,0.4078146934955545,0.13869173986051284,0.1932114094609407,0.2500895649702612,Low Income,6.8,23.5,0.1436202002091737,26.7658905,255.65258333333333,3.935769230769231,3.675,0.6601349243487755,21.54
"Knoxville, TN",2019,0.6887680461706047,0.3112319538293952,0.19188013791642677,0.1995430077539292,0.2326527014315413,Upper-Middle Income,13.2,29.9,0.1859118484229895,312.99138425,255.65258333333333,3.935769230769231,3.675,0.639947460243097,21.54
"Kokomo, IN",2019,0.7297004480103072,0.2702995519896928,0.11149621237723363,0.1325906835912038,0.1361089243080553,Low Income,5.3,18.2,0.1901652452025586,13.25343975,255.65258333333333,3.935769230769231,3.675,0.6118708090539077,21.54
"Lafayette, LA",2019,0.686223977690125,0.313776022309875,0.17916444770149745,0.2304531529264276,0.2254306674858645,Lower-Middle Income,7.9,25.1,0.1468621667310566,79.34000883333333,255.65258333333333,3.935769230769231,3.675,0.6728499888776158,21.54
"Lake Charles, LA",2019,0.6670146531664675,0.3329853468335325,0.20710724932041774,0.2528076656554981,0.206102380234055,Lower-Middle Income,4.6,22.9,0.1524768579424498,38.33329866666666,255.65258333333333,3.935769230769231,3.675,0.6936293314885856,21.54
"Lancaster, PA",2019,0.696244766757368,0.3037552332426319,0.23637276254717376,0.2402796644665214,0.1714835965710894,High Income,10.7,28.3,0.1838768315118998,141.506663,255.65258333333333,3.935769230769231,3.675,0.6959467711442543,21.54
"Laredo, TX",2019,0.5990881220029872,0.4009118779970128,0.168619147229263,2.29554471205445,0.2363673873675536,Low Income,5.1,20.3,0.098416060610442,15.344615583333335,255.65258333333333,3.935769230769231,3.675,0.8266383670046904,21.54
"Las Cruces, NM",2019,0.6457379826535514,0.3542620173464485,0.17808212340816612,0.2570898697059096,0.2648897228947235,Low Income,8.9,27.2,0.1612044272325213,34.94589425,255.65258333333333,3.935769230769231,3.675,0.6431714162894784,21.54
"Lawrence, KS",2019,0.4927640801517275,0.5072359198482724,0.2085538358364466,0.2417904033772777,0.2139735826402887,Lower-Middle Income,16.1,47.1,0.1318185164282384,27.661089833333328,255.65258333333333,3.935769230769231,3.675,0.5516409664385256,21.54
"Lawton, OK",2019,0.5327350601672446,0.4672649398327554,0.09682500586471564,0.1475824532194961,0.1677534849783258,Low Income,4.6,20.5,0.1238783589727315,16.65009925,255.65258333333333,3.935769230769231,3.675,0.6387472522491898,21.54
"Lincoln, NE",2019,0.6088528087224461,0.3911471912775539,0.1995001681092941,0.2387219548950344,0.1810377969785855,High Income,16.5,39.7,0.143046463878101,73.95210158333333,255.65258333333333,3.935769230769231,3.675,0.5972534960891206,21.54
"Longview, TX",2019,0.6801891923390699,0.31981080766093,0.16302213390892117,0.2091890391087452,0.1864699511944184,Lower-Middle Income,6.0,19.7,0.1716720680115957,41.676818833333336,255.65258333333333,3.935769230769231,3.675,0.6838021055903034,21.54
"Lubbock, TX",2019,0.5714227088428897,0.4285772911571102,0.1494057187815156,0.2153029108000558,0.2394111021440374,Lower-Middle Income,12.1,31.4,0.1267586386816654,82.37558183333333,255.65258333333333,3.935769230769231,3.675,0.6035883714440486,21.54
"Madison, WI",2019,0.605991097220928,0.394008902779072,0.28083785430602565,0.2678766567950008,0.2039783067369478,High Income,23.4,48.6,0.1503147255457874,217.21372016666663,255.65258333333333,3.935769230769231,3.675,0.5689248568172206,21.54
"Manhattan, KS",2019,0.4890383871383742,0.5109616128616258,0.183086885007612,0.2569524990186643,0.224751590813542,Lower-Middle Income,7.3,37.4,0.103557585293779,,255.65258333333333,3.935769230769231,3.675,0.5916476808666122,21.54
"Medford, OR",2019,0.6298063781321185,0.3701936218678816,0.3216485065295311,0.3470463852679777,0.2925249231799597,Upper-Middle Income,4.0,27.6,0.232882540372221,109.66370883333332,255.65258333333333,3.935769230769231,3.675,0.6065603644646925,21.54
"Merced, CA",2019,0.5216318432636865,0.4783681567363135,0.2837126166179132,0.2960630851071512,0.2795848570050424,Low Income,3.7,14.4,0.1141961970613656,54.695496,255.65258333333333,3.935769230769231,3.675,0.7894103788207576,21.54
"Midland, TX",2019,0.6956294249415458,0.3043705750584542,0.2845183100995985,0.2356871553348543,0.2259316325666495,High Income,10.0,29.3,0.1025265069864647,74.63404566666667,255.65258333333333,3.935769230769231,3.675,0.6641050376886476,21.54
"Missoula, MT",2019,0.6228147798556624,0.3771852201443376,0.322480456273078,0.3437748392887966,0.1808480168345853,High Income,13.6,44.4,0.1631939799331103,48.857370333333336,255.65258333333333,3.935769230769231,3.675,0.5926887302617349,21.54
"Mobile, AL",2019,0.6411482660017244,0.3588517339982756,0.1318614624895445,0.1813082236183315,0.2188544730471417,Low Income,6.2,22.8,0.164812084880116,80.685079,255.65258333333333,3.935769230769231,3.675,0.6307399343741665,21.54
"Modesto, CA",2019,0.5738302670894916,0.4261697329105084,0.3264197120405105,0.3081364805439543,0.27533548268179,Lower-Middle Income,4.0,17.3,0.1336487124541459,176.00424291666667,255.65258333333333,3.935769230769231,3.675,0.7403690940938076,21.54
"Montgomery, AL",2019,0.638946643717728,0.3610533562822719,0.14072642728760276,0.1672508805534268,0.2154649848597874,Lower-Middle Income,8.5,31.2,0.1602268185585648,79.48737166666668,255.65258333333333,3.935769230769231,3.675,0.6275731497418244,21.54
"Morgantown, WV",2019,0.6500781117657023,0.3499218882342976,0.17839043725713785,0.196723947787236,0.247398603406842,Lower-Middle Income,15.7,37.9,0.1527142487270216,31.035621666666668,255.65258333333333,3.935769230769231,3.675,0.585254757288863,21.54
"Muncie, IN",2019,0.6155346187554777,0.3844653812445223,0.09227531717186384,0.140573697982789,0.16375724028638,Low Income,6.2,22.6,0.1779033600560739,15.677894916666666,255.65258333333333,3.935769230769231,3.675,0.5692594215600351,21.54
"Napa, CA",2019,0.6614422017585798,0.3385577982414202,0.6967223519165254,0.4589672377412787,0.3173189788782591,High Income,7.2,36.2,0.1962045533743756,108.58501941666668,255.65258333333333,3.935769230769231,3.675,0.6569314237013324,21.54
"Niles, MI",2019,0.739390703619214,0.2606092963807859,0.16677026232504483,0.2125353575453396,0.2243592676673488,Upper-Middle Income,5.4,27.0,0.2018500531287279,52.070214,255.65258333333333,3.935769230769231,3.675,0.6390007927648077,21.54
"Ocala, FL",2019,0.7152216011316971,0.2847783988683028,0.16803000272354612,0.2291806626580989,0.2589424229144704,Low Income,3.5,20.6,0.2925496267564603,114.67173058333331,255.65258333333333,3.935769230769231,3.675,0.6690197909656508,21.54
"Odessa, TX",2019,0.6139027372777726,0.3860972627222274,0.21598732159570613,0.2393766831985126,0.2722272543323134,Upper-Middle Income,5.8,15.1,0.0954681361785071,25.0682875,255.65258333333333,3.935769230769231,3.675,0.6944031605681498,21.54
"Oklahoma City, OK",2019,0.6331780294282131,0.3668219705717868,0.1589703282844238,0.1928960762816257,0.2079568438535493,Upper-Middle Income,10.6,31.5,0.1427609212534156,382.38105816666666,255.65258333333333,3.935769230769231,3.675,0.6418186780780999,21.54
"Panama City, FL",2019,0.7071464701206734,0.2928535298793265,0.21707896220911796,0.2582316517181863,0.2898199937339816,Lower-Middle Income,15.0,26.4,0.1847972296156378,132.9572533333333,255.65258333333333,3.935769230769231,3.675,0.6696004046535154,21.54
"Peoria, IL",2019,0.7273871128901938,0.2726128871098062,0.10735086056602491,0.1504763925143088,0.1453176635218901,Upper-Middle Income,11.5,28.8,0.1899593925849064,73.74668741666667,255.65258333333333,3.935769230769231,3.675,0.6142255336733876,21.54
"Pittsburgh, PA",2019,0.6819364549665706,0.3180635450334294,0.15663198531649206,0.1484842461698351,0.2211474169965226,High Income,16.8,36.0,0.2048986020020711,555.1122828333333,255.65258333333333,3.935769230769231,3.675,0.5787545360139085,21.54
"Port St. Lucie, FL",2019,0.7679178073155447,0.2320821926844553,0.2388890517219846,0.2714537265745108,0.2912595091786623,High Income,6.5,26.3,0.2709356484916114,265.0457255,255.65258333333333,3.935769230769231,3.675,0.6455412997350396,21.54
"Punta Gorda, FL",2019,0.8185901369648383,0.1814098630351617,0.21597404434914452,0.2675778867925423,0.3548470493695417,Lower-Middle Income,7.7,22.1,0.4124450796675665,131.30290475,255.65258333333333,3.935769230769231,3.675,0.628471451513925,21.54
"Racine, WI",2019,0.6710728090742032,0.3289271909257968,0.18475735314627945,0.2098457007941386,0.1800339758011203,Upper-Middle Income,9.5,26.1,0.1710500175741553,47.1541935,255.65258333333333,3.935769230769231,3.675,0.64183511818009,21.54
"Rapid City, SD",2019,0.6804236927873034,0.3195763072126966,0.2281469242908245,0.2533819301273953,0.1950430448847354,High Income,8.4,30.8,0.184561610791119,45.25343433333334,255.65258333333333,3.935769230769231,3.675,0.6141419866798923,21.54
"Reading, PA",2019,0.6962882039613176,0.3037117960386823,0.1832545810127935,0.2119234218521787,0.1614128481633351,Upper-Middle Income,10.0,25.4,0.1762092676487069,93.81048208333331,255.65258333333333,3.935769230769231,3.675,0.6813492268707659,21.54
"Redding, CA",2019,0.6321066094562258,0.3678933905437742,0.2761365492651865,0.2924427715949731,0.2317961350395115,Lower-Middle Income,9.2,21.8,0.2109895601954687,73.24828358333333,255.65258333333333,3.935769230769231,3.675,0.6227961602992547,21.54
"Reno, NV",2019,0.5847496387771437,0.4152503612228563,0.3778259071589304,0.3039364197110024,0.2372068479185091,High Income,9.0,31.6,0.1692650802667845,303.6163174166667,255.65258333333333,3.935769230769231,3.675,0.6251026496606065,21.54
"Rochester, MN",2019,0.7427017186450229,0.2572982813549771,0.2329767271684723,0.2031671009613463,0.2064620437350005,High Income,17.4,41.2,0.1719350579710798,76.55986766666668,255.65258333333333,3.935769230769231,3.675,0.6466483171149303,21.54
"Rockford, IL",2019,0.6810645658913568,0.3189354341086432,0.12022134747969708,0.1762652272771014,0.1762672259274056,Lower-Middle Income,9.3,24.5,0.1777392328838853,59.58069375,255.65258333333333,3.935769230769231,3.675,0.659460228549177,21.54
"St. Cloud, MN",2019,0.6781347665189021,0.3218652334810979,0.20539409537253664,0.2135039462136558,0.1793526413593856,Upper-Middle Income,8.3,26.6,0.1555475233209879,51.868434,255.65258333333333,3.935769230769231,3.675,0.6353876531586311,21.54
"St. George, UT",2019,0.7208285822881034,0.2791714177118966,0.3328595199796921,0.2893661574350009,0.2529149209549485,Lower-Middle Income,5.8,27.3,0.2209725382414562,109.12297041666669,255.65258333333333,3.935769230769231,3.675,0.7519004180919803,21.54
